ROI,fv_001,fv_002,fv_003,fv_004,fv_005,fv_006,fv_007,fv_008,class
1586_4,0.28973,0.35703,0.13514,0.075405,0.060811,0.047838,0.034054,0,5
1587_4,0.2896,0.42995,0.12703,0.05724,0.041296,0.030842,0.024046,0,5
1588_4,0.23328,0.2031,0.19304,0.14301,0.094617,0.067972,0.064981,0,5
1589_4,0.17102,0.23638,0.23883,0.1476,0.090414,0.059641,0.0561,0,5
1590_4,0.2897,0.18755,0.17744,0.13089,0.09311,0.064645,0.056664,0,5
1591_4,0.23556,0.22791,0.21604,0.13717,0.085993,0.053548,0.043788,0,5
1592_4,0.1697,0.26028,0.26366,0.14992,0.079906,0.040344,0.036179,0,5
1593_4,0.16654,0.27287,0.27415,0.15014,0.073533,0.035101,0.027671,0,5
1594_4,0.20565,0.23944,0.25079,0.14256,0.081309,0.044351,0.035903,0,5
1595_4,0.24484,0.2121,0.18762,0.13095,0.088308,0.065199,0.070977,0,5
1596_4,0.22255,0.25128,0.22336,0.13933,0.067919,0.045906,0.049664,0,5
1597_4,0.30437,0.25735,0.17212,0.10421,0.066813,0.049216,0.045917,0,5
1598_4,0.26121,0.22736,0.19436,0.12299,0.07842,0.061777,0.053879,0,5
1599_4,0.19151,0.19745,0.19349,0.15332,0.1058,0.08232,0.076096,0,5
1600_4,0.17082,0.20235,0.20407,0.1648,0.11121,0.079392,0.067355,0,5
1601_4,0.16252,0.16395,0.18541,0.1774,0.12961,0.096137,0.084979,0,5
1602_4,0.17101,0.14053,0.17041,0.15828,0.13964,0.1216,0.098521,0,5
1603_4,0.15003,0.16687,0.18641,0.17048,0.13199,0.10463,0.089597,0,5
1604_4,0.18121,0.14432,0.16276,0.16715,0.137,0.10509,0.10246,0,5
1605_4,0.20542,0.18283,0.18735,0.15633,0.11355,0.077711,0.076807,0,5
1606_4,0.25779,0.15757,0.14678,0.14554,0.10792,0.088498,0.095899,0,5
1607_4,0.17695,0.20249,0.19793,0.16114,0.11766,0.073883,0.06993,0,5
1608_4,0.20521,0.18145,0.19176,0.16686,0.11649,0.07012,0.068117,0,5
1609_4,0.24985,0.15454,0.15634,0.14552,0.11906,0.086891,0.087793,0,5
1610_4,0.19099,0.20049,0.1956,0.17146,0.11747,0.068909,0.055073,0,5
1611_4,0.21981,0.18392,0.1828,0.16667,0.10851,0.070673,0.067613,0,5
1612_4,0.1848,0.21413,0.22293,0.15787,0.104,0.0664,0.049867,0,5
1613_4,0.19175,0.19519,0.21344,0.15895,0.10341,0.079344,0.057921,0,5
1614_4,0.21619,0.15413,0.17787,0.15127,0.11925,0.094939,0.08636,0,5
1615_4,0.21959,0.22476,0.22449,0.1434,0.082993,0.065034,0.039728,0,5
1616_4,0.1787,0.20944,0.2314,0.16662,0.096075,0.066703,0.051057,0,5
1617_4,0.16159,0.18703,0.22421,0.16159,0.1163,0.082471,0.066816,0,5
1618_4,0.19298,0.16186,0.18127,0.15872,0.11933,0.093063,0.092778,0,5
1619_4,0.32837,0.25366,0.18896,0.10706,0.057766,0.034917,0.029268,0,5
1620_4,0.24769,0.23714,0.21788,0.13901,0.076233,0.050646,0.03139,0,5
1621_4,0.18875,0.21186,0.22133,0.15451,0.10857,0.064866,0.050111,0,5
1622_4,0.1359,0.18487,0.2182,0.16749,0.12083,0.094465,0.078238,0,5
1623_4,0.23348,0.19513,0.19653,0.15957,0.10274,0.06439,0.048152,0,5
1624_4,0.27218,0.15663,0.16405,0.1418,0.11441,0.07475,0.076177,0,5
1625_4,0.14929,0.20513,0.22906,0.18006,0.11083,0.065812,0.059829,0,5
1626_4,0.20891,0.19434,0.22183,0.1608,0.105,0.058824,0.050302,0,5
1627_4,0.25961,0.16937,0.16681,0.14062,0.11102,0.076857,0.075719,0,5
1628_4,0.17956,0.20092,0.21985,0.17063,0.10817,0.06517,0.055706,0,5
1629_4,0.20699,0.19118,0.21504,0.15483,0.10932,0.06687,0.055771,0,5
1630_4,0.20268,0.18985,0.18679,0.16002,0.1012,0.081684,0.077781,0,5
1631_4,0.22351,0.17139,0.18244,0.14731,0.10482,0.083003,0.087535,0,5
1632_4,0.033567,0.11565,0.20873,0.19377,0.16967,0.15319,0.12542,0,5
1633_4,0.40451,0.26931,0.14941,0.07323,0.046942,0.031921,0.024678,0,5
1634_4,0.41693,0.26455,0.14206,0.079365,0.047619,0.02672,0.022751,0,5
1635_4,0.44212,0.2553,0.14083,0.071576,0.044444,0.026357,0.01938,0,5
1636_4,0.44876,0.26133,0.13484,0.063646,0.040453,0.022923,0.028047,0,5
1637_4,0.50769,0.27665,0.1058,0.038057,0.02996,0.010796,0.031039,0,5
1638_4,0.5033,0.29157,0.10518,0.043778,0.021476,0.014317,0.020374,0,5
1639_4,0.49084,0.25157,0.11492,0.059686,0.034555,0.026702,0.021728,0,5
1640_4,0.41156,0.31319,0.13946,0.060701,0.037153,0.018577,0.019362,0,5
1641_4,0.43122,0.31391,0.13007,0.065033,0.030765,0.016258,0.012756,0,5
1642_4,0.38171,0.27482,0.15552,0.085613,0.052178,0.029889,0.020263,0,5
1643_4,0.35078,0.27741,0.15514,0.089666,0.055745,0.037865,0.033395,0,5
1644_4,0.51497,0.25881,0.099073,0.057748,0.030464,0.022517,0.016424,0,5
1645_4,0.42399,0.29177,0.10823,0.050488,0.04993,0.035425,0.040167,0,5
1646_4,0.48378,0.26489,0.10984,0.062766,0.033511,0.020745,0.024468,0,5
1647_4,0.56223,0.24441,0.08524,0.046769,0.031934,0.017601,0.011818,0,5
1648_4,0.56357,0.25804,0.078643,0.040955,0.027638,0.020101,0.011055,0,5
1649_4,0.56264,0.27957,0.08102,0.030758,0.021505,0.015004,0.0095024,0,5
1650_4,0.61808,0.24052,0.071721,0.032018,0.019467,0.0092213,0.0089652,0,5
1651_4,0.65829,0.23577,0.059867,0.019463,0.015275,0.0059128,0.0054201,0,5
1652_4,0.63964,0.21285,0.070228,0.031453,0.016269,0.010304,0.019252,0,5
1653_4,0.39783,0.32054,0.14161,0.065379,0.034145,0.020911,0.019587,0,5
1654_4,0.33662,0.28052,0.16312,0.092987,0.055844,0.036364,0.034545,0,5
1655_4,0.50304,0.25456,0.11328,0.049644,0.031159,0.020069,0.028255,0,5
1656_4,0.61463,0.2516,0.075995,0.024647,0.015148,0.010783,0.0071887,0,5
1657_4,0.62642,0.24499,0.067136,0.023281,0.012994,0.0092041,0.015972,0,5
1658_4,0.6309,0.25901,0.069001,0.020041,0.010654,0.0058346,0.0045662,0,5
1659_4,0.58091,0.27671,0.075985,0.032676,0.018413,0.0090768,0.0062241,0,5
1660_4,0.383,0.2905,0.16034,0.080033,0.049017,0.025478,0.011631,0,5
1661_4,0.42116,0.29383,0.14108,0.076763,0.03527,0.020228,0.01167,0,5
1662_4,0.42338,0.29655,0.14278,0.066423,0.041579,0.01569,0.013598,0,5
1663_4,0.34654,0.32802,0.15179,0.083612,0.044507,0.027013,0.018523,0,5
1664_4,0.4007,0.31132,0.14176,0.073237,0.036495,0.023337,0.013158,0,5
1665_4,0.44411,0.31217,0.1292,0.060244,0.029375,0.014937,0.0099577,0,5
1666_4,0.43086,0.31033,0.13078,0.067267,0.033758,0.015254,0.011753,0,5
1667_4,0.44132,0.30893,0.14017,0.051906,0.031595,0.014794,0.011284,0,5
1668_4,0.43413,0.31756,0.13304,0.05149,0.032148,0.014375,0.01725,0,5
1669_4,0.29832,0.31771,0.17627,0.091147,0.052383,0.03693,0.027239,0,5
1670_4,0.33844,0.32664,0.16169,0.080844,0.043435,0.030881,0.018077,0,5
1671_4,0.38101,0.30421,0.15462,0.067489,0.047847,0.02896,0.015865,0,5
1672_4,0.44655,0.30787,0.12254,0.060514,0.031014,0.018659,0.012859,0,5
1673_4,0.4631,0.28151,0.12655,0.059092,0.038042,0.018007,0.013695,0,5
1674_4,0.48604,0.29972,0.11265,0.049283,0.028162,0.014081,0.010058,0,5
1675_4,0.47779,0.31238,0.10978,0.050649,0.027196,0.013473,0.0087325,0,5
1676_4,0.34964,0.29694,0.154,0.079476,0.050073,0.033479,0.03639,0,5
1677_4,0.38479,0.29554,0.14061,0.066236,0.044625,0.033679,0.034521,0,5
1678_4,0.45469,0.30086,0.13581,0.050405,0.026116,0.017759,0.014364,0,5
1679_4,0.48083,0.29499,0.1158,0.050102,0.027607,0.018149,0.012526,0,5
1680_4,0.50687,0.29557,0.11074,0.040733,0.024185,0.011965,0.0099287,0,5
1681_4,0.50282,0.30051,0.10277,0.037934,0.021254,0.012645,0.022061,0,5
1682_4,0.56622,0.26591,0.087526,0.041324,0.018994,0.0097536,0.010267,0,5
1683_4,0.60388,0.25345,0.07708,0.032414,0.016845,0.0074017,0.0089331,0,5
1684_4,0.61326,0.26373,0.070109,0.026829,0.013161,0.0078461,0.005062,0,5
1685_4,0.61962,0.26298,0.069204,0.02694,0.012111,0.0054375,0.0037074,0,5
1686_4,0.40669,0.32479,0.14123,0.067967,0.028969,0.017549,0.012813,0,5
1687_4,0.44562,0.30026,0.12912,0.065464,0.03067,0.016753,0.012113,0,5
1688_4,0.45802,0.29771,0.12468,0.060305,0.029008,0.017303,0.012977,0,5
1689_4,0.44041,0.30171,0.12266,0.062533,0.034206,0.021379,0.017103,0,5
1690_4,0.36971,0.35901,0.15431,0.063185,0.029765,0.01436,0.0096606,0,5
1691_4,0.4003,0.33808,0.14493,0.061469,0.030485,0.013993,0.010745,0,5
1692_4,0.41587,0.31914,0.13552,0.06272,0.035013,0.016373,0.015365,0,5
1693_4,0.42378,0.30162,0.14033,0.066633,0.037607,0.016658,0.013377,0,5
1694_4,0.40619,0.30465,0.13887,0.071592,0.042397,0.02031,0.015994,0,5
1695_4,0.39684,0.31737,0.14519,0.067499,0.039226,0.023179,0.010698,0,5
1696_4,0.34682,0.35379,0.15063,0.068346,0.041544,0.019566,0.019298,0,5
1697_4,0.35087,0.36328,0.15931,0.061538,0.036725,0.017866,0.010422,0,5
1698_4,0.35698,0.34605,0.15205,0.066362,0.036613,0.021358,0.020595,0,5
1699_4,0.35482,0.32594,0.15162,0.072202,0.046158,0.026818,0.022434,0,5
1700_4,0.3844,0.31413,0.1488,0.067166,0.043916,0.021441,0.02015,0,5
1701_4,0.39445,0.31099,0.14201,0.071135,0.043657,0.020801,0.016949,0,5
1702_4,0.43106,0.30804,0.13108,0.06428,0.036804,0.016889,0.011848,0,5
1703_4,0.56688,0.26076,0.087093,0.041982,0.021121,0.013038,0.0091265,0,5
1704_4,0.51154,0.27635,0.091505,0.049292,0.029628,0.019927,0.021762,0,5
1705_4,0.38949,0.26086,0.1195,0.089073,0.060581,0.04758,0.032918,0,5
1706_4,0.29361,0.26707,0.15317,0.10534,0.078518,0.0611,0.041194,0,5
1707_4,0.29101,0.27725,0.16534,0.11085,0.072751,0.05291,0.029894,0,5
1708_4,0.3406,0.27285,0.16355,0.096054,0.058411,0.039979,0.028557,0,5
1709_4,0.40342,0.39245,0.11789,0.03802,0.022965,0.013524,0.011738,0,5
1710_4,0.54675,0.3165,0.0745,0.026,0.019,0.01025,0.007,0,5
1711_4,0.3273,0.25086,0.14425,0.10517,0.066667,0.06092,0.044828,0,5
1712_4,0.25315,0.24026,0.16777,0.11833,0.096165,0.073098,0.051228,0,5
1713_4,0.27206,0.26307,0.17369,0.11186,0.07982,0.061551,0.037943,0,5
1714_4,0.35305,0.25667,0.16266,0.093478,0.065223,0.04225,0.02667,0,5
1715_4,0.3796,0.24107,0.15287,0.091991,0.060606,0.041937,0.031926,0,5
1716_4,0.53902,0.25822,0.10841,0.048432,0.023338,0.012547,0.010038,0,5
1717_4,0.39941,0.27244,0.14198,0.076346,0.046611,0.032681,0.030538,0,5
1718_4,0.2923,0.24417,0.15548,0.1091,0.083722,0.065053,0.050175,0,5
1719_4,0.25197,0.21771,0.16646,0.12735,0.10067,0.074894,0.060946,0,5
1720_4,0.2757,0.23964,0.16809,0.12379,0.087166,0.061045,0.044577,0,5
1721_4,0.37019,0.25491,0.14881,0.095625,0.064449,0.039822,0.026199,0,5
1722_4,0.40742,0.24277,0.14387,0.090742,0.055234,0.036034,0.023935,0,5
1723_4,0.3711,0.27376,0.16559,0.084728,0.047386,0.031419,0.026011,0,5
1724_4,0.25687,0.26993,0.18639,0.11456,0.075102,0.053605,0.043537,0,5
1725_4,0.25471,0.23867,0.17985,0.1244,0.088939,0.063045,0.05038,0,5
1726_4,0.28693,0.24402,0.17001,0.12792,0.08088,0.050069,0.040165,0,5
1727_4,0.36477,0.24575,0.16126,0.099628,0.062699,0.038257,0.02763,0,5
1728_4,0.34744,0.27926,0.17699,0.091477,0.047727,0.033239,0.023864,0,5
1729_4,0.26202,0.26545,0.20021,0.11622,0.073164,0.049921,0.033016,0,5
1730_4,0.25491,0.24705,0.17518,0.13644,0.080011,0.062044,0.044357,0,5
1731_4,0.29553,0.15744,0.13476,0.11508,0.11274,0.083055,0.1014,0,5
1732_4,0.19396,0.17886,0.16007,0.14195,0.12047,0.098322,0.10638,0,5
1733_4,0.27142,0.18481,0.16133,0.12931,0.096066,0.071668,0.085392,0,5
1734_4,0.31184,0.18801,0.15322,0.12204,0.092954,0.066867,0.065067,0,5
1735_4,0.28099,0.16141,0.15548,0.128,0.11427,0.076803,0.083047,0,5
1736_4,0.22756,0.17478,0.17573,0.14949,0.1122,0.083439,0.076802,0,5
1737_4,0.35084,0.1985,0.1532,0.11454,0.080785,0.049048,0.053087,0,5
1738_4,0.41898,0.20588,0.14305,0.10053,0.062299,0.040909,0.028342,0,5
1739_4,0.28054,0.25144,0.1647,0.11776,0.083997,0.054625,0.046939,0,5
1740_4,0.24841,0.22706,0.17744,0.1255,0.10444,0.061166,0.055972,0,5
1741_4,0.2518,0.23361,0.18394,0.12619,0.091539,0.061219,0.051689,0,5
1742_4,0.36818,0.23928,0.16649,0.10164,0.065643,0.031763,0.026998,0,5
1743_4,0.46647,0.22548,0.13814,0.08033,0.050551,0.022523,0.016517,0,5
1744_4,0.28103,0.29638,0.18683,0.10591,0.066615,0.03617,0.027062,0,5
1745_4,0.2817,0.28274,0.17957,0.11486,0.070166,0.039241,0.031705,0,5
1746_4,0.27662,0.26057,0.17871,0.12012,0.083735,0.043606,0.036651,0,5
1747_4,0.30379,0.25147,0.18446,0.11746,0.067539,0.044047,0.031233,0,5
1748_4,0.39455,0.24911,0.15792,0.094498,0.056546,0.028018,0.019358,0,5
1749_4,0.47244,0.22787,0.14043,0.075252,0.040276,0.029147,0.014573,0,5
1750_4,0.25313,0.32612,0.18665,0.1061,0.061262,0.037278,0.029458,0,5
1751_4,0.28209,0.33607,0.18483,0.094776,0.053731,0.0301,0.018408,0,5
1752_4,0.29225,0.31182,0.18704,0.10267,0.052097,0.036595,0.017535,0,5
1753_4,0.29334,0.28415,0.18458,0.10978,0.066377,0.038295,0.023487,0,5
1754_4,0.33237,0.26579,0.17955,0.10433,0.058191,0.038794,0.02097,0,5
1755_4,0.41952,0.25857,0.12562,0.082439,0.049202,0.038472,0.026171,0,5
1756_4,0.3021,0.28984,0.15609,0.099156,0.071098,0.048488,0.033233,0,5
1757_4,0.55616,0.2573,0.089312,0.050223,0.021771,0.016823,0.0084117,0,5
1758_4,0.45124,0.26235,0.11467,0.073714,0.046839,0.031226,0.019964,0,5
1759_4,0.29954,0.23376,0.14856,0.11566,0.089512,0.065247,0.047722,0,5
1760_4,0.18093,0.23513,0.18844,0.13897,0.11145,0.0806,0.06448,0,5
1761_4,0.17325,0.25014,0.20709,0.13535,0.10693,0.071467,0.055766,0,5
1762_4,0.23149,0.26012,0.21029,0.12139,0.081475,0.057528,0.03771,0,5
1763_4,0.50348,0.2828,0.11108,0.053926,0.025845,0.016153,0.0067097,0,5
1764_4,0.38728,0.27818,0.13159,0.085574,0.054809,0.039814,0.022751,0,5
1765_4,0.26862,0.25813,0.15703,0.1245,0.088196,0.063996,0.039527,0,5
1766_4,0.18801,0.24084,0.18233,0.13689,0.11843,0.076967,0.056518,0,5
1767_4,0.17687,0.26408,0.20038,0.14024,0.10115,0.07135,0.045927,0,5
1768_4,0.23984,0.2595,0.20319,0.12669,0.084993,0.050199,0.035591,0,5
1769_4,0.31585,0.25535,0.18656,0.10948,0.063169,0.043362,0.026231,0,5
1770_4,0.34573,0.3188,0.15132,0.077969,0.051808,0.031547,0.022826,0,5
1771_4,0.2944,0.28667,0.16693,0.10053,0.071467,0.0472,0.0328,0,5
1772_4,0.23994,0.25934,0.16748,0.12382,0.092439,0.067047,0.049929,0,5
1773_4,0.21758,0.25905,0.18026,0.13658,0.093724,0.062483,0.050318,0,5
1774_4,0.27436,0.25292,0.17449,0.12592,0.075712,0.058345,0.038263,0,5
1775_4,0.34207,0.25469,0.16243,0.11051,0.065793,0.037779,0.026728,0,5
1776_4,0.32193,0.32867,0.16719,0.0845,0.045879,0.030327,0.021514,0,5
1777_4,0.26072,0.31238,0.17896,0.10652,0.063915,0.046338,0.031158,0,5
1778_4,0.25076,0.28468,0.17654,0.11704,0.075063,0.05171,0.044204,0,5
1779_4,0.24793,0.29379,0.18235,0.12023,0.069315,0.051186,0.035191,0,5
1780_4,0.30115,0.27368,0.17425,0.10937,0.070644,0.038985,0.03192,0,5
1781_4,0.33478,0.26598,0.17297,0.10443,0.060919,0.033451,0.027468,0,5
1782_4,0.29553,0.32834,0.16572,0.090215,0.05543,0.033654,0.031109,0,5
1783_4,0.25916,0.30377,0.1803,0.10701,0.069304,0.041423,0.039033,0,5
1784_4,0.2692,0.28417,0.16191,0.11894,0.070696,0.052953,0.04214,0,5
1785_4,0.26197,0.27338,0.17104,0.11716,0.078107,0.055017,0.04333,0,5
1786_4,0.23824,0.28048,0.18474,0.11236,0.073219,0.052661,0.058293,0,5
1787_4,0.19083,0.23696,0.18481,0.13266,0.089971,0.091691,0.073066,0,5
1788_4,0.15572,0.20405,0.19797,0.15282,0.10304,0.10188,0.084515,0,5
1789_4,0.15157,0.20239,0.19492,0.15874,0.11211,0.10433,0.075934,0,5
1790_4,0.2231,0.20446,0.18582,0.14092,0.10025,0.081333,0.064106,0,5
1791_4,0.21025,0.26017,0.19149,0.14105,0.082145,0.070259,0.044638,0,5
1792_4,0.16442,0.21745,0.20539,0.15797,0.10101,0.09147,0.06229,0,5
1793_4,0.16319,0.19878,0.21152,0.15972,0.11082,0.087384,0.068576,0,5
1794_4,0.27232,0.20161,0.16805,0.14143,0.096783,0.07127,0.04853,0,5
1795_4,0.36537,0.20791,0.14578,0.11683,0.078864,0.050982,0.034254,0,5
1796_4,0.30336,0.30746,0.17108,0.096201,0.05548,0.037989,0.028423,0,5
1797_4,0.25,0.30201,0.19336,0.11637,0.064367,0.046087,0.027806,0,5
1798_4,0.18484,0.27982,0.20534,0.14031,0.08014,0.062871,0.046681,0,5
1799_4,0.18602,0.24766,0.20776,0.15245,0.084205,0.072097,0.049807,0,5
1800_4,0.31323,0.23087,0.16339,0.12566,0.07678,0.052604,0.03746,0,5
1801_4,0.40151,0.21386,0.14301,0.10382,0.062549,0.046457,0.028809,0,5
1802_4,0.31222,0.2987,0.17258,0.093187,0.053209,0.035755,0.034347,0,5
1803_4,0.31532,0.31914,0.17665,0.088963,0.045373,0.034667,0.019883,0,5
1804_4,0.27404,0.32566,0.19863,0.1002,0.051872,0.03163,0.017966,0,5
1805_4,0.24301,0.31573,0.20109,0.11387,0.061335,0.039079,0.02588,0,5
1806_4,0.26296,0.29246,0.20549,0.11108,0.06234,0.035403,0.030272,0,5
1807_4,0.36079,0.26543,0.15859,0.10454,0.051504,0.033401,0.025752,0,5
1808_4,0.43215,0.23011,0.14451,0.085329,0.04872,0.03248,0.0267,0,5
1809_4,0.28575,0.29284,0.18006,0.09398,0.068919,0.040044,0.038409,0,5
1810_4,0.30036,0.32522,0.17171,0.092004,0.050231,0.035366,0.025115,0,5
1811_4,0.286,0.32639,0.18694,0.092964,0.055372,0.031242,0.021082,0,5
1812_4,0.24306,0.32633,0.19455,0.10843,0.062776,0.037873,0.026978,0,5
1813_4,0.2539,0.29767,0.19781,0.11573,0.060739,0.042134,0.032011,0,5
1814_4,0.54037,0.23582,0.091722,0.056464,0.033981,0.02606,0.015585,0,5
1815_4,0.37348,0.20541,0.12476,0.10338,0.079296,0.066576,0.047091,0,5
1816_4,0.21152,0.21622,0.16745,0.12955,0.10693,0.09342,0.074912,0,5
1817_4,0.55068,0.28748,0.083767,0.040644,0.0171,0.013383,0.0069393,0,5
1818_4,0.46803,0.26726,0.1156,0.056777,0.044246,0.0289,0.019182,0,5
1819_4,0.31474,0.2504,0.15109,0.10091,0.071543,0.066738,0.044581,0,5
1820_4,0.19034,0.2106,0.18979,0.13929,0.11099,0.09545,0.063541,0,5
1821_4,0.19396,0.2061,0.19531,0.15026,0.10602,0.089021,0.059347,0,5
1822_4,0.22841,0.21711,0.19989,0.14474,0.093893,0.070218,0.045736,0,5
1823_4,0.40363,0.29119,0.12876,0.070984,0.047409,0.034974,0.023057,0,5
1824_4,0.27275,0.28185,0.16461,0.10626,0.074411,0.06076,0.039347,0,5
1825_4,0.20365,0.23034,0.19073,0.12893,0.10449,0.086236,0.055618,0,5
1826_4,0.19354,0.23077,0.19628,0.14837,0.099097,0.084041,0.047906,0,5
1827_4,0.23199,0.23515,0.20058,0.13961,0.092637,0.062022,0.038005,0,5
1828_4,0.31183,0.2439,0.18175,0.12615,0.069499,0.043011,0.023866,0,5
1829_4,0.46983,0.29626,0.12718,0.058853,0.023441,0.014464,0.0099751,0,5
1830_4,0.35879,0.32352,0.15377,0.071809,0.04542,0.025882,0.020807,0,5
1831_4,0.29812,0.31226,0.17476,0.093035,0.053457,0.043948,0.024415,0,5
1832_4,0.27373,0.2685,0.17607,0.10646,0.073453,0.059422,0.042366,0,5
1833_4,0.24712,0.23642,0.17636,0.12836,0.09435,0.072408,0.044981,0,5
1834_4,0.26211,0.22373,0.18155,0.14072,0.093087,0.057158,0.041644,0,5
1835_4,0.33436,0.23126,0.16935,0.1274,0.071885,0.044001,0.021745,0,5
1836_4,0.32743,0.3133,0.16744,0.082435,0.04982,0.031073,0.028505,0,5
1837_4,0.26481,0.30068,0.18997,0.10343,0.065489,0.045998,0.029626,0,5
1838_4,0.27896,0.26754,0.17156,0.11039,0.078032,0.050027,0.043502,0,5
1839_4,0.24225,0.25357,0.19267,0.12854,0.090272,0.058205,0.034492,0,5
1840_4,0.27241,0.2373,0.18835,0.13275,0.090184,0.045491,0.03352,0,5
1841_4,0.32109,0.23035,0.18877,0.12827,0.067243,0.037267,0.027005,0,5
1842_4,0.30655,0.28803,0.1792,0.092593,0.058689,0.039316,0.035613,0,5
1843_4,0.26268,0.28036,0.19376,0.11235,0.072822,0.046294,0.03173,0,5
1844_4,0.27919,0.2573,0.17595,0.1127,0.077568,0.056757,0.040541,0,5
1845_4,0.24057,0.23743,0.19486,0.136,0.093429,0.059143,0.038571,0,5
1846_4,0.24308,0.25269,0.19644,0.12493,0.080837,0.053703,0.048332,0,5
1847_4,0.28435,0.22794,0.15418,0.11021,0.089384,0.077524,0.056407,0,5
1848_4,0.22658,0.20415,0.17291,0.14111,0.10761,0.086599,0.061045,0,5
1849_4,0.18596,0.19637,0.17792,0.14311,0.12318,0.10057,0.072895,0,5
1850_4,0.23294,0.21274,0.16553,0.13453,0.11064,0.076792,0.066837,0,5
1851_4,0.32094,0.19988,0.14128,0.10797,0.088935,0.06633,0.074658,0,5
1852_4,0.30432,0.23438,0.16498,0.11319,0.088094,0.056594,0.038441,0,5
1853_4,0.23654,0.22821,0.16519,0.13881,0.10355,0.077179,0.050527,0,5
1854_4,0.20133,0.19671,0.17909,0.14962,0.12218,0.088099,0.062969,0,5
1855_4,0.25257,0.21784,0.16727,0.13865,0.099472,0.070297,0.053904,0,5
1856_4,0.36602,0.20572,0.15095,0.10633,0.078279,0.051563,0.041143,0,5
1857_4,0.32221,0.26893,0.15928,0.09871,0.070948,0.044588,0.035334,0,5
1858_4,0.27938,0.28223,0.17095,0.10013,0.086122,0.050843,0.03035,0,5
1859_4,0.2411,0.24946,0.18447,0.12648,0.088727,0.065804,0.043959,0,5
1860_4,0.21301,0.23037,0.18793,0.12786,0.11353,0.074401,0.052907,0,5
1861_4,0.30704,0.22629,0.16069,0.1158,0.087649,0.060292,0.042231,0,5
1862_4,0.38691,0.22072,0.14594,0.096598,0.070371,0.044404,0.035056,0,5
1863_4,0.29585,0.28863,0.17668,0.095435,0.067836,0.040753,0.034821,0,5
1864_4,0.27524,0.29721,0.1932,0.10299,0.068745,0.035267,0.027345,0,5
1865_4,0.26486,0.29458,0.19552,0.10297,0.072211,0.041189,0.028676,0,5
1866_4,0.27788,0.26934,0.19534,0.11177,0.076843,0.041138,0.027684,0,5
1867_4,0.35019,0.26059,0.16868,0.09448,0.065212,0.037741,0.023107,0,5
1868_4,0.40763,0.2303,0.15207,0.091408,0.054076,0.037881,0.026626,0,5
1869_4,0.26042,0.26617,0.18037,0.11431,0.078399,0.050439,0.04989,0,5
1870_4,0.28881,0.28546,0.17773,0.1054,0.067166,0.04185,0.033583,0,5
1871_4,0.27405,0.30399,0.1827,0.10773,0.064483,0.038383,0.028659,0,5
1872_4,0.26068,0.29945,0.18968,0.10977,0.068902,0.040608,0.030914,0,5
1873_4,0.26696,0.27827,0.19581,0.11418,0.067568,0.041092,0.036128,0,5
1874_4,0.54316,0.24208,0.097293,0.050817,0.029877,0.021195,0.015577,0,5
1875_4,0.38657,0.21257,0.1276,0.0901,0.074723,0.058808,0.049636,0,5
1876_4,0.22219,0.17687,0.1545,0.14303,0.11095,0.10094,0.091524,0,5
1877_4,0.6202,0.21812,0.080961,0.04308,0.018321,0.012627,0.0066848,0,5
1878_4,0.45073,0.22002,0.12249,0.079959,0.055258,0.043799,0.027757,0,5
1879_4,0.24673,0.22001,0.16632,0.13332,0.10608,0.078313,0.04924,0,5
1880_4,0.13927,0.19184,0.19104,0.17289,0.1334,0.099787,0.071772,0,5
1881_4,0.14109,0.19565,0.20021,0.1642,0.129,0.099436,0.070411,0,5
1882_4,0.17281,0.21185,0.2005,0.15591,0.11133,0.077541,0.070064,0,5
1883_4,0.60471,0.24243,0.078164,0.039206,0.01861,0.011663,0.0052109,0,5
1884_4,0.43401,0.2594,0.11355,0.074691,0.053747,0.038355,0.026243,0,5
1885_4,0.2836,0.24885,0.16479,0.11267,0.090445,0.059274,0.040368,0,5
1886_4,0.18891,0.22665,0.18839,0.15327,0.10955,0.080146,0.053084,0,5
1887_4,0.20302,0.2176,0.1903,0.14922,0.11344,0.073416,0.053008,0,5
1888_4,0.21642,0.23067,0.19583,0.14674,0.095012,0.065453,0.049881,0,5
1889_4,0.27216,0.22108,0.17324,0.12378,0.095405,0.060541,0.053784,0,5
1890_4,0.57833,0.26281,0.085222,0.036946,0.019704,0.010099,0.0068966,0,5
1891_4,0.44071,0.30169,0.12008,0.059542,0.037369,0.024165,0.016442,0,5
1892_4,0.35594,0.30219,0.15273,0.081889,0.051997,0.032153,0.02311,0,5
1893_4,0.25521,0.27476,0.18472,0.12066,0.077952,0.050424,0.036275,0,5
1894_4,0.24865,0.23493,0.18622,0.12702,0.088536,0.06916,0.045479,0,5
1895_4,0.23124,0.21976,0.19973,0.13511,0.102,0.060347,0.051802,0,5
1896_4,0.28507,0.21837,0.17496,0.12176,0.091583,0.065379,0.04288,0,5
1897_4,0.34164,0.33057,0.1678,0.072956,0.045535,0.021887,0.019623,0,5
1898_4,0.30162,0.30368,0.17871,0.096169,0.055284,0.035742,0.028799,0,5
1899_4,0.28843,0.25047,0.1815,0.11173,0.078321,0.047581,0.041967,0,5
1900_4,0.25219,0.24104,0.19591,0.13273,0.082825,0.050438,0.044863,0,5
1901_4,0.28886,0.21909,0.17499,0.12587,0.08652,0.055819,0.048842,0,5
